UniqueCount	AmbigCount
0	7
0	10
0	9
0	27
0	4
0	9
0	8
0	0
0	0
0	0
0	10
11	206
0	0
1	0
34	0
1068	0
0	206
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
585	1230
0	107
0	0
0	0
0	0
0	1
0	4
0	5
361	16110
6	16005
0	0
0	2
0	2
0	0
0	1
3	36
0	36
79	1583
174	1583
0	1
1	1682
0	0
0	5
0	13
53208	16743
1058	16591
2	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	37
0	0
0	0
12	39
65	2
0	0
0	0
0	0
0	0
0	0
425	2
0	0
0	0
8	2
21	0
0	0
0	0
0	0
0	13
0	0
0	0
0	409
0	3
0	1
0	4
0	0
6	1
817	11923
496	11
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1478	15
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	13
0	0
0	1
0	0
0	11673
0	2
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	37
0	0
11	0
0	0
4	1
0	0
0	0
0	0
0	1
7	1
0	0
0	0
0	3
0	0
0	0
0	3
0	0
0	0
0	0
0	2
0	0
2	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
2	0
0	0
13	1
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	1
0	0
2	3
0	0
0	0
0	0
0	2
0	0
1	0
0	0
72868	8289
0	0
0	0
0	0
3	0
0	0
150	8029
0	0
0	0
0	0
0	0
0	0
0	0
0	0
75	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11453	447
5931	2546
127273	22425
36428	112
5118	5
16514	2549
179934	1008
5648	5
4921	1
26634	17
15161	11
3846	7
19256	11
0	17
0	16
63	380
2	0
0	0
0	163
0	1014
0	3
0	2
0	0
0	0
41	181
37	6
0	80
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	253
2	254
0	118
0	1
0	1
0	1
0	1
0	18927
0	13481
0	0
0	0
0	1033
0	1024
0	0
0	204
0	115
0	203
1	3272
0	3711
2	3705
0	3781
0	994
0	317
0	570
0	451
0	238
0	147
0	123
0	113
0	26
0	0
0	0
0	0
0	0
0	0
0	157
0	143
0	15
2	142
22	3
0	153
0	152
0	154
0	122
0	43
0	43
0	40
0	37
15	0
859	66
17	66
0	0
0	7
0	7
0	0
0	0
0	0
0	1610
0	1674
0	5
0	56
59	83
0	69
0	63
0	483
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	935
0	0
0	3798
2	4786
8	3801
0	1033
0	1034
1	0
0	0
0	0
0	0
1	2
2	321
0	316
13	210
0	217
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
29	200
0	0
0	0
0	0
0	0
51	70399
9	32545
457	57842
11	28883
19	57421
69	23274
1	27935
65	42201
66	1969
2	397
1	326
0	165
2	324
0	10
11	0
0	3
0	3
0	3
0	3
0	2
0	28
0	37
0	2
13	0
0	966
0	48018
0	0
66	288
0	289
0	1016
0	1015
0	136
0	129
0	100
0	100
0	93
5	6
105	0
0	0
167	32
1	32
1	12
0	3
0	2
0	2
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
2	20
0	3
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	2
0	0
0	1
0	2
0	0
0	0
0	0
0	0
0	0
356	4749
0	120
0	0
0	0
19	0
0	0
0	0
0	0
0	0
0	0
1	1
0	44
104	0
232	0
3	0
19	322
3	309
4	192
0	242
0	0
0	1068
0	1063
0	9
4	117
22	307
12072	10
0	2612
5	338
0	2986
0	337
4	334
5	288
0	2986
1	2622
3	2676
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	447
0	149
12	998
3	889
1	436
2	340
0	419
0	196
84	424
40	490
0	0
0	3
2	0
0	3
0	3
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	3
0	3
164	96
0	11
0	88
0	83
0	10
0	28
0	28
0	10
0	1
3	6241
0	4
31137	39974
479	26911
8	19110
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	183
1	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	98
0	523
0	77
2	160
0	501
0	404
0	11
0	417
8	481
0	221
0	52
5	73
1	109
1	158
0	149
0	16
328	88
0	8
1	523
3	96
5	445
0	556
0	284
1	81
0	297
0	98
0	310
0	556
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	0
0	0
2	0
0	3
0	7
12	8
0	7
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
1	0
0	297
0	243
0	174
0	175
0	32
0	134
5	275
0	266
0	227
0	137
0	297
1	150
0	291
2	200
4	250
3	253
0	10
3	210
4	16
0	246
0	63
0	212
1	114
2	195
0	159
0	158
0	223
0	215
0	152
0	120
0	70
1	45
0	129
0	188
0	181
7	624
1287	1602
2	1558
7	1244
0	3
0	3
0	1
0	3
0	1
0	1
0	1
0	0
0	3
0	3
0	3
8	276
9	261
271	371
0	115
77	268
3024	3978
0	977
0	2999
163	16505
1	1460
115	259
8	935
13	326
135	711
0	3459
65	916
81	1278
0	169
9	16178
0	16344
8	15032
0	0
0	0
71	1701
2	86
4	942
0	1720
226	1821
11	175
26	50
31	169
1	121
33	9
353	1482
2	1444
1	67
3	30
0	18
0	0
0	0
0	0
0	0
0	0
91	509
0	227
0	210
2	305
24	41
71	1529
0	2620
8	762
1	630
0	169
17	69
0	2535
0	774
8	1984
0	1474
7	1919
0	1032
41	5915
0	5768
1	1315
0	1315
3	4294
25	694
0	4284
646	1007
1	1006
0	0
0	0
0	0
0	0
31	2786
276	2786
30	787
1	667
2	123
68	715
79	631
55	240
92	172
10	272
7	701
1	300
0	0
0	0
463	3944
39	1016
80	3733
27	3239
7	826
0	1024
44	250
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	7
0	33
2	17
8	19
2	5
1	4
48	811
215	957
2	855
50	94
4	90
554	293
1	18
3	264
0	28
1	11
406	3401
5	3231
4	1172
0	2514
8	2231
21	2680
0	2947
51	158
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
11	11
0	11
0	5
0	0
0	0
0	0
0	0
1038	1080
4	713
59	363
2	345
6	185
38	100
0	65
1695	1681
9	1223
13	40
4	137
2	1592
0	0
0	0
469	1
0	0
0	0
0	0
2368	1818
0	403
0	955
2	847
1	460
2	170
3	114
2	13
0	19
2	16
0	67252
0	59074
0	59033
0	59108
238	175
9	176
8	136
38	436
862	437
39	254
2	123
0	153
13	153
0	66
6	933
4	698
8	75
8	15
0	281
0	586
2	667
0	65
0	23
2	266
0	781
26	807
19	10
1	17
0	102
45	566
4	180
0	1
0	1
0	0
0	0
0	0
97	2150
49	1889
2	506
0	480
3	103
4409	589
1	48
62	145
66	394
0	1564
6	1594
28	1931
73	199
0	1468
4	77
1	419
0	432
2	62
0	306
111	104
42	13
0	1249
6	103
2	11
12	97
0	414
5	9
0	469
0	620
0	97
0	522
10	45
0	124
0	54
0	55
0	0
1	67
15	501
0	168
0	139
0	144
1	1056
0	1020
11	1556
0	1556
79	362
0	204
28	204
8	316
0	102
2	416
1	263
0	210
5	200
2	126
0	79
0	35
0	6
81	395
80	182
0	398
0	2
0	5
0	0
0	5
31	220
0	162
2	531
1869	999
5	171
0	0
0	0
3	2153
9	910
13	9308
2	736
0	522
0	3002
0	3614
5	918
3	1043
3	578
20	133
6	1906
235	8871
0	0
0	0
0	2
0	1
0	2
0	2
0	2
0	1
0	2
0	1
0	2
0	2
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
25	175
2	107
26	1453
0	343
0	470
0	124
0	382
0	89
52	479
0	207
0	1453
6	1323
1	1042
135	2198
20	1249
1	1
1	1
0	0
0	0
1	0
0	499
0	102
0	275
0	242
9	396
0	70
10	65
0	118
27	121
2	370
0	7
0	7
0	6
0	8
2	2
0	7
2	15
0	6
0	13
0	13
0	6
0	4
0	2
0	14
8	2237
0	2290
0	1838
0	1662
0	1852
0	1974
0	1960
7	1386
0	1675
0	1501
81	1243
1	254
2	53
0	8
0	2411
0	2262
2	2153
1	2248
0	1908
0	2344
0	2103
1	1
0	2
0	1
3	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	748
0	76
5189	3
872	161
0	136
50	25
87	11
0	1
0	2
0	2
0	2
0	2
0	2
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	2
0	1
0	2
0	1
11	2596
3	202
0	1572
11	3
0	2589
0	200
3	208
2	210
445	1719
50	1502
8	0
4	1718
33	2916
2	205
0	1829
1	290
4	116
3	1022
87	74
147	2532
25	64
1	202
137	1233
0	176
3	358
3	80
1	0
11	96
92	411
14	83
1	235
2	248
0	212
1076	541
12	150
0	198
0	169
7	484
0	111
10	21
1	2209
0	2281
2	303
11	7
4	52
35	22
0	143
2	33
0	24
7	15
6	330
135	393
27	174
0	1816
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
868	3478
0	3147
26	174
11	181
3	455
18	493
0	383
0	0
2	3
0	2
0	0
0	1
0	337
1	40
0	25
0	32
0	14
0	21
1	319
0	22
6	100
4	24
2	206
0	22
1	20
0	1
52	34
0	18
0	12
0	2
5	2823
0	2814
0	44
12	1601
10	1319
12	135
10	4
2	10
118	0
108	97
0	431
146	623
20	226
3	6315
439	7838
45	7306
4	446
4	266
4	0
66	1310
18	233
18	255
0	605
0	335
51	375
9	354
0	0
0	0
0	346
0	105
0	96
0	117
0	228
4	372
0	283
0	352
0	6
0	0
0	491
4	685
0	97
61	622
0	128
3	99
19	74
12	40
0	60
0	195
44	242
7	304
0	164
11	2
0	0
0	0
0	0
0	0
0	322
0	282
3	208
0	170
0	76
0	77
0	32
1	284
68	198
0	198
1265	2058
20	2049
1	829
0	841
10	480
0	0
0	0
0	0
0	0
0	0
0	4
0	3
0	33
0	21
0	38
0	17
0	24
0	27
0	23
0	34
0	13
0	13
0	24
0	34
0	28
0	35
0	32
0	30
0	33
0	26
0	16
0	6
0	34
0	23
0	34
0	34
0	35
0	41
0	24
0	22
0	30
0	23
0	14
0	36
0	11
0	14
0	26
0	13
0	18
0	22
0	19
0	38
0	32
0	36
0	31
0	24
0	15
0	29
0	6
0	11
0	7
0	8
0	22
0	27
0	18
0	7
0	4
0	5
0	2
21	393
1	425
3	94
7	25
22	26
0	2
169	646
0	110
0	111
0	145
3	212
0	396
0	0
0	0
0	0
207	4677
6	4608
1	1310
42	137
0	270
0	254
7	8
13	41
1	160
8	3478
1	3476
18	4081
0	1
462	4110
0	3929
3	2915
3	2778
24	3229
14	78
60	1249
0	4074
0	125
57	769
8	370
10	345
11	737
2	839
6	342
16	663
2	780
0	228
0	192
0	190
23	2
35	0
9	124
0	174
0	131
1	54
0	77
0	120
0	89
20	70
0	71
0	1
44	890
1	158
6	594
1	784
36	467
0	242
1	102
0	547
4	192
0	38
0	255
1	207
7	171
0	139
8	60
0	303
2	117
27	1398
0	6
132	1101
6	110
0	975
11	204
67	10
227	832
2	1
1	1411
0	687
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	649
0	551
6	451
2	301
9	2
8	52
0	47
0	275
0	184
0	260
8	1455
0	293
0	672
0	670
1	513
11	437
0	238
2	7
3	76
2	5
0	1370
2392	304
5	61
194	242
0	563
0	1018
0	1
0	1118
146	2025
0	277
0	1117
0	1051
1	1619
0	1655
0	1699
0	1625
0	1464
0	1446
1	1264
0	1216
0	83
340	1171
0	610
0	1060
0	1276
0	187
0	803
111	929
0	84
22	536
0	35
0	160
29	29
0	0
0	0
0	0
29	14983
266	21791
32	15701
208	2009
13	17394
35	501
0	9
0	94
0	34
1	106
0	115
0	10
0	7
1	66
0	4
0	4
0	3
0	2
0	17
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	1542
1	1167
0	1498
0	681
0	772
772	1062
29	642
6	873
3	116
2	514
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	233
5	67
26	72
0	280
2	273
2	244
2	166
8	156
0	10
1	10
3	9
0	19
0	22
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	9
0	9
0	9
0	9
0	9
0	9
0	7
0	0
0	7
0	9
0	8
0	9
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	369
0	444
0	146
0	6
0	364
0	324
0	444
4	513
0	3679
92	4811
0	15
0	990
64	344
3	744
4	213
6	963
4	679
0	613
39	196
4	4017
7	1239
1	26
0	703
0	39
8	59
0	682
0	1178
1	96
0	142
6	111
266	981
3	59
5	91
13	1148
0	29
0	29
0	0
0	1
0	181
2	53
0	48
0	48
0	43
0	47
0	38
0	7
0	7
0	16
0	23
0	1
0	0
0	23
4	5
0	3
0	1
0	6
1	1
1	6
0	5
0	0
1	0
0	215
0	1
0	5
0	1
0	3
0	3
0	34
0	10
0	37
0	1
4	0
0	0
0	38
0	5
45	702
28	992
816	972
0	1272
12	939
0	434
7	692
0	96
3	522
3	364
7	103
1	109
3	281
22	60
12	56
0	1
0	1
0	0
0	0
0	20
15	384
0	27
0	363
0	4
1	208
0	115
0	169
0	201
0	114
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	598
0	598
1	413
5	507
0	57
1	24
0	85
5	144
7	329
0	24
1	601
19	2288
59	1413
4	1305
0	885
42	1283
8	1151
1	692
12	666
6	46
6	608
12	931
0	394
0	884
3	8
5	103
44	37
0	76
88	87
8	65
1	2851
0	2540
12	2397
1	2055
0	85
68	148
1	6
2964	116269
13	116
2	99346
1	49003
26	104438
2	91467
0	87915
1	101968
125	54912
14	92194
74	88542
0	0
0	0
0	0
26	0
877	397
12	161
39	135
73	186
55	207
0	24
0	125
0	203
0	21
0	209
2	57
6	281
1	42
0	205
0	28
0	60
2	287
1	350
2300	355
3	259
17	147
4	166
35	624
0	593
1	139
19	32
2	103
0	310
5	40
13	56
0	177
8	134
0	103
0	58
3	365
1	48
9	29
0	377
4	29
0	419
0	411
0	412
0	436
0	435
0	350
0	104
0	7
1	1
1	166
15	21
4	61
0	95
0	126
0	64
0	99
0	74
0	105
0	53
0	33
0	0
0	404
0	405
0	413
0	0
0	0
7	2749
18	3350
0	3006
1	1726
0	1894
58	529
42	585
0	201
0	517
21	336
8	0
0	226
1	0
0	3
0	3
0	3
0	3
0	3
0	0
0	0
0	2
0	2
0	2
0	0
0	3
4	697
0	32
0	0
0	0
0	0
0	0
352	1605
0	825
12	138
0	1609
19	113
14	29
9	169
5	172
0	8
7	206
1	13
1	74
0	26
0	7
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
2	3
0	0
0	1
0	3
0	0
0	0
0	3
0	3893
2	20
0	87
0	3858
3	64
0	203
1	3816
0	39
23	3823
0	3857
6	717
10	3868
0	460
0	94
0	3554
28	1
6	25
0	18
0	18
1	8
0	3
1	9
0	0
0	9
0	2
0	9
0	0
0	9
0	9
0	9
0	9
0	0
0	295
3	329
24	1
15	331
1	335
0	326
0	454
0	480
0	151
0	90
1	38
0	456
1	456
0	423
0	8
0	8
0	7
0	9
0	8
0	20
0	12
0	20
1	46
2	251
607	251
1	51
1	40
3	41
0	1
5	19
2	19
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
71	9857
0	7539
26	9857
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	9
0	8
0	0
0	8
0	9
121	16154
387	13850
50	10389
53	13768
1	12980
0	1351
119	1335
0	694
0	876
0	443
8	75
2	1068
27	443
0	1489
2	1191
9	439
50	60
61	688
3	501
14	496
0	812
0	377
110	196
4	183
0	394
0	144
0	351
3	274
0	31
3	7
2	2
0	0
1	2
0	208
7	44
2	60
0	14
0	48
0	24
3	7
0	30
18	25
15	1151
20	1069
2	610
0	466
1	927
0	41
3	62
6	117
0	47
14	182
0	107
0	38
0	74
0	79
0	0
0	0
0	0
0	0
4	121
1561	28409
14	14204
1796	28282
0	15298
41	134
1	10791
0	2801
14	2761
15	67
0	12617
3	114
35	507
4	138
0	76
0	44
0	436
0	32
0	0
0	0
3	26
2	30
0	10
1	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	3
0	3
0	0
0	0
0	0
0	0
1	0
1	1
0	0
0	3
584	2325
7	699
3	942
24	429
0	728
7	9
8	93
5	2
7	68
0	69
0	66
1	32
0	11
0	9
0	5
0	8
7	3
0	65
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
214	1696
14	27
2	1338
3	1502
4	36
10	93
6	263
1	0
0	0
0	0
0	0
233	2934
0	2750
186	1132
124	9
11	750
1	750
2	750
0	750
3	750
0	751
3	751
0	763
11	708
10	659
0	119
0	50
0	29
0	27
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	17
0	17
0	8
0	3
0	0
5	648
0	49
0	24
3	56
2	2
0	29
0	36
0	47
0	46
1	646
0	2
0	36
0	56
12	173
0	43
0	3
0	1
1	2
0	7
0	12
0	15
0	15
0	11
0	2
0	1
0	15
0	366
0	2923
0	5241
116	362
0	4011
0	2656
64	164
137	176
0	3790
7	723
0	40
0	527
80	40
17	573
3	2
0	2
0	2
0	0
0	0
157	3256
88	2933
0	1150
3	1281
0	1051
16	362
3	6
0	6
12	262
0	502
0	1235
0	2152
8	301
55	300
0	2163
0	2220
2	1971
191	2900
6	1941
2	1895
3	2504
0	156
104	373
232	836
6	1229
1	2620
0	1100
0	1210
0	2061
0	1607
11	2003
0	301
14	3
7	0
3	3
0	3
0	0
8256	5
514	1315
7	164
0	606
0	150
5	177
17	213
2	263
32	124
0	39
0	83
4	5
0	81
2	116
6	17
1333	1082
10	12
3	797
1	995
0	478
9	41
0	29
0	13
408	622
3	26
106	581
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
1	1
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2352
0	742
0	656
6	59
5	582
0	1081
0	172
0	960
0	997
1	453
0	1603
0	434
0	0
0	3
0	0
0	0
0	3
0	0
0	0
0	0
0	0
1540	1228
39	358
7	49
186	829
14	2
1	59
17	1239
0	1588
0	1186
0	65
0	104
0	1395
7	1436
112	951
350	495
15	283
2	331
1	617
2	141
1	122
206	187
13	33
2	1318
0	1357
1	101
0	242
0	93
0	76
0	88
0	1574
5	105
3	65
84	107
0	71
0	101
1	98
48	110
0	1565
0	0
0	0
0	0
0	0
0	0
213	10748
241	2032
2	1631
0	1877
1437	10019
23	260
25	628
3	451
70	3955
0	0
0	15
0	14
0	8
0	15
0	16
0	1
0	16
1	4
0	4
3	14
2	8
2	16
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	2
2	2
0	0
0	0
0	0
0	0
0	0
6	1172
7	1181
0	1207
10	322
0	42
4	49
0	2
3	19
0	2
0	2
0	2
0	0
3	3
0	1
0	4
0	4783
47	4260
2	2611
35	26
18	2556
17	160
8	44
0	63
0	2521
0	2473
0	276
1	46
0	256
34	272
1	187
0	157
0	88
10	32
0	3497
0	3097
0	16
0	391
0	23
0	93
2	390
0	379
1	34
0	386
0	65
0	66
0	337
2	74
0	86
1	86
1	226
10	573
0	48
0	26
0	533
0	34
2	23
0	379
0	11
39	549
93	35
0	0
0	0
0	0
0	0
0	0
0	32
0	0
0	2
0	0
2	0
4	1192
2334	1203
19	664
20	142
7	205
0	870
0	1054
0	919
6	250
0	127
0	507
5	853
10	642
0	922
9	846
1	39
15	90
2	245
341	90
0	90
277	0
7	535
3	197
1	4
1	74
847	294
0	109
0	219
18	517
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
62	349
0	602
0	636
14	139
0	386
0	257
1	87
1	40
0	149
18	215
5	49
0	43
0	24
1	17
2	1289
2	780
0	1286
0	1289
0	1703
2	1858
21	1823
14	2079
0	1837
1	1222
2	1376
0	72
1	1319
0	1279
0	527
0	1849
436	0
2	1288
1	1165
2	862
0	642
0	192
0	376
7	406
1	392
5	214
3	15
0	14
0	14
0	0
0	0
0	0
1556	649
3	531
1	454
14	380
1	285
1	189
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	0
1	134
0	35
1	35
0	22
0	0
0	0
0	34
0	9
0	9
67	91
0	2
0	4
0	2
1	6
0	93
16	48
0	26
2	735
0	0
0	0
0	0
0	1
0	1
0	1
117	3709
2	3353
2	1891
0	1479
1	1648
0	1865
0	959
0	581
175	9
1	2
0	4
1	1
1	2
95	92
97	202
4	95
0	158
26	157
7	142
10	2
0	20
1	81
5	81
3	18
55	837
2	2636
1	2945
0	4434
197	2905
0	4622
2	4965
0	2723
0	2573
22	1332
14	205
15	1162
706	555
0	35
5	2
4	791
3	1578
1	1555
3	295
0	333
1	102
38	65
0	0
247	1207
3	1107
1	110
0	135
2	1175
0	89
0	145
0	181
0	1057
0	1164
0	93
0	1163
0	63
0	39
6	1
0	62
0	35
1	63
0	166
37	699
0	1295
3	481
1	557
0	808
2	765
0	261
0	502
3	585
2	268
8	202
2	405
1	347
0	267
0	178
0	177
45	57
0	1060
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	45
1	1
0	0
0	40
122	134
6	48
0	99
0	73
0	81
2	95
1	69
2	45
0	11
8	0
0	8
3	4
0	1
0	12
1	12
0	0
0	7
0	7
0	1
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4748
0	4647
1	4566
24	4643
1	773
1	735
0	719
0	395
0	236
0	469
0	375
1	500
0	453
0	533
2	129
0	0
34	23
9	20
301	0
0	137
229	6229
14	508
12	620
0	506
0	570
5	511
0	865
0	615
0	5329
0	459
0	631
66	6091
0	660
10	1057
21	34
40	83
12	381
34	473
1	531
2	137
0	0
0	0
0	0
953	1101
0	175
0	436
38	710
12	440
2	1
28	75
8	93
0	93
9	1290
5	1267
31	2
0	152
0	193
76	406
0	184
0	1329
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
8	2925
0	946
2	2469
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
8	85
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	377
19	50
0	51
13	5
0	27
0	372
0	425
0	393
874	147
13	105
1	16
4	2
0	11
6	0
3	12
11	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	149
5	223
18	279
3	52
5	53
11	129
0	70
0	53
53	31
0	23
4	37
0	51
0	3
38	33
0	769
0	2
0	2
0	2
0	2
0	2
